,YearMonth,PostalCode,CustomerClass,TotalGallons
4793,2014-07-01,78750,Residential,67911100
4794,2014-07-01,78751,Irrigation - Residential,99900
4795,2014-07-01,78751,Multi-Family,11180600
4796,2014-07-01,78751,Irrigation - Multi-Family,940000
4797,2014-07-01,78751,Residential,17062000
4798,2014-07-01,78752,Residential,14060400
4799,2014-07-01,78752,Multi-Family,18318300
4800,2014-07-01,78752,Irrigation - Multi-Family,62000
4801,2014-07-01,78753,Multi-Family,51119800
4802,2014-07-01,78753,Irrigation - Multi-Family,4957900
4803,2014-07-01,78753,Irrigation - Residential,8500
4804,2014-07-01,78753,Residential,47989500
4805,2014-07-01,78754,Irrigation - Residential,21800
4806,2014-07-01,78754,Multi-Family,16343100
4807,2014-07-01,78754,Residential,24814300
4808,2014-07-01,78754,Irrigation - Multi-Family,2179300
4809,2014-07-01,78756,Irrigation - Multi-Family,284900
4810,2014-07-01,78756,Multi-Family,7196400
4811,2014-07-01,78756,Irrigation - Residential,80100
4812,2014-07-01,78756,Residential,13266100
4813,2014-07-01,78757,Residential,40263700
4814,2014-07-01,78757,Irrigation - Multi-Family,529700
4815,2014-07-01,78757,Multi-Family,15905200
4816,2014-07-01,78757,Irrigation - Residential,58400
4817,2014-07-01,78758,Irrigation - Multi-Family,4214100
4818,2014-07-01,78758,Irrigation - Residential,46900
4819,2014-07-01,78758,Residential,46575900
4820,2014-07-01,78758,Multi-Family,51289800
4821,2014-07-01,78759,Irrigation - Residential,129800
4822,2014-07-01,78759,Residential,83645500
4823,2014-07-01,78759,Multi-Family,36424100
4824,2014-07-01,78759,Irrigation - Multi-Family,1438900
4825,2014-08-01,78613,Multi-Family,1653700
4826,2014-08-01,78613,Irrigation - Multi-Family,1899300
4827,2014-08-01,78617,Multi-Family,4006300
4828,2014-08-01,78617,Irrigation - Residential,3100
4829,2014-08-01,78617,Residential,21311800
4830,2014-08-01,78652,Residential,768500
4831,2014-08-01,78652,Irrigation - Residential,36500
4832,2014-08-01,78652,Multi-Family,32000
4833,2014-08-01,78653,Residential,2546000
4834,2014-08-01,78653,Multi-Family,311300
4835,2014-08-01,78660,Irrigation - Multi-Family,1522400
4836,2014-08-01,78660,Irrigation - Residential,10900
4837,2014-08-01,78660,Residential,10133100
4838,2014-08-01,78660,Multi-Family,4558200
4839,2014-08-01,78701,Residential,1270100
4840,2014-08-01,78701,Irrigation - Multi-Family,684100
4841,2014-08-01,78701,Multi-Family,13761100
4842,2014-08-01,78702,Multi-Family,10874000
4843,2014-08-01,78702,Irrigation - Multi-Family,1029600
4844,2014-08-01,78702,Irrigation - Residential,29600
4845,2014-08-01,78702,Residential,29060700
4846,2014-08-01,78703,Irrigation - Multi-Family,851300
4847,2014-08-01,78703,Multi-Family,14602200
4848,2014-08-01,78703,Irrigation - Residential,1618200
4849,2014-08-01,78703,Residential,67396000
4850,2014-08-01,78704,Irrigation - Residential,320500
4851,2014-08-01,78704,Multi-Family,50072800
4852,2014-08-01,78704,Irrigation - Multi-Family,2894300
4853,2014-08-01,78704,Residential,58403500
4854,2014-08-01,78705,Residential,10131500
4855,2014-08-01,78705,Multi-Family,28573400
4856,2014-08-01,78705,Irrigation - Multi-Family,887200
4857,2014-08-01,78705,Irrigation - Residential,117200
4858,2014-08-01,78717,Irrigation - Multi-Family,6211500
4859,2014-08-01,78717,Residential,52765800
4860,2014-08-01,78717,Irrigation - Residential,41800
4861,2014-08-01,78717,Multi-Family,9369300
4862,2014-08-01,78719,Residential,1842100
4863,2014-08-01,78719,Multi-Family,507500
4864,2014-08-01,78721,Irrigation - Multi-Family,120000
4865,2014-08-01,78721,Irrigation - Residential,12700
4866,2014-08-01,78721,Multi-Family,5009300
4867,2014-08-01,78721,Residential,16341400
4868,2014-08-01,78722,Irrigation - Multi-Family,262500
4869,2014-08-01,78722,Multi-Family,2675500
4870,2014-08-01,78722,Residential,10202200
4871,2014-08-01,78723,Multi-Family,22492600
4872,2014-08-01,78723,Residential,40449900
4873,2014-08-01,78723,Irrigation - Multi-Family,212900
4874,2014-08-01,78724,Irrigation - Multi-Family,465300
4875,2014-08-01,78724,Irrigation - Residential,54800
4876,2014-08-01,78724,Residential,23082100
4877,2014-08-01,78724,Multi-Family,13927700
4878,2014-08-01,78725,Multi-Family,240400
4879,2014-08-01,78725,Residential,3061300
4880,2014-08-01,78726,Multi-Family,12566600
4881,2014-08-01,78726,Irrigation - Multi-Family,6527700
4882,2014-08-01,78726,Irrigation - Residential,37200
4883,2014-08-01,78726,Residential,27368900
4884,2014-08-01,78727,Irrigation - Residential,33800
4885,2014-08-01,78727,Irrigation - Multi-Family,7474500
4886,2014-08-01,78727,Multi-Family,20502800
4887,2014-08-01,78727,Residential,53548800
4888,2014-08-01,78728,Multi-Family,5708400
4889,2014-08-01,78728,Irrigation - Multi-Family,2926500
4890,2014-08-01,78728,Residential,6432600
4891,2014-08-01,78729,Irrigation - Multi-Family,4271400
4892,2014-08-01,78729,Multi-Family,19635800
4893,2014-08-01,78729,Residential,30271100
4894,2014-08-01,78729,Irrigation - Residential,23200
4895,2014-08-01,78730,Residential,21171500
4896,2014-08-01,78730,Multi-Family,4791300
4897,2014-08-01,78730,Irrigation - Residential,223500
4898,2014-08-01,78730,Irrigation - Multi-Family,1465800
4899,2014-08-01,78731,Residential,90737400
4900,2014-08-01,78731,Multi-Family,19344100
4901,2014-08-01,78731,Irrigation - Multi-Family,1252300
4902,2014-08-01,78731,Irrigation - Residential,747100
4903,2014-08-01,78732,Residential,12700
4904,2014-08-01,78733,Residential,46800
4905,2014-08-01,78735,Irrigation - Multi-Family,2386100
4906,2014-08-01,78735,Multi-Family,8557400
4907,2014-08-01,78735,Residential,32948900
4908,2014-08-01,78736,Multi-Family,2216500
4909,2014-08-01,78736,Residential,20128500
4910,2014-08-01,78736,Irrigation - Residential,26500
4911,2014-08-01,78736,Irrigation - Multi-Family,313300
4912,2014-08-01,78737,Residential,13280800
4913,2014-08-01,78737,Irrigation - Residential,24100
4914,2014-08-01,78738,Residential,6500
4915,2014-08-01,78739,Residential,71898200
4916,2014-08-01,78741,Residential,19303700
4917,2014-08-01,78741,Irrigation - Multi-Family,2091200
4918,2014-08-01,78741,Irrigation - Residential,32900
4919,2014-08-01,78741,Multi-Family,82941500
4920,2014-08-01,78742,Residential,671800
4921,2014-08-01,78742,Multi-Family,800900
4922,2014-08-01,78744,Irrigation - Residential,23600
4923,2014-08-01,78744,Irrigation - Multi-Family,1857200
4924,2014-08-01,78744,Residential,52011200
4925,2014-08-01,78744,Multi-Family,25244700
4926,2014-08-01,78745,Residential,92116300
4927,2014-08-01,78745,Irrigation - Residential,119600
4928,2014-08-01,78745,Irrigation - Multi-Family,5639500
4929,2014-08-01,78745,Multi-Family,32163500
4930,2014-08-01,78746,Irrigation - Multi-Family,1008900
4931,2014-08-01,78746,Residential,48926000
4932,2014-08-01,78746,Multi-Family,12971100
4933,2014-08-01,78746,Irrigation - Residential,560100
4934,2014-08-01,78747,Residential,31892700
4935,2014-08-01,78747,Irrigation - Residential,300
4936,2014-08-01,78747,Multi-Family,7492700
4937,2014-08-01,78747,Irrigation - Multi-Family,915800
4938,2014-08-01,78748,Irrigation - Multi-Family,7647500
4939,2014-08-01,78748,Residential,84752400
4940,2014-08-01,78748,Multi-Family,19394400
4941,2014-08-01,78748,Irrigation - Residential,15300
4942,2014-08-01,78749,Irrigation - Multi-Family,6839100
4943,2014-08-01,78749,Irrigation - Residential,25600
4944,2014-08-01,78749,Multi-Family,17975700
4945,2014-08-01,78749,Residential,101802500
4946,2014-08-01,78750,Irrigation - Multi-Family,2587500
4947,2014-08-01,78750,Multi-Family,17402100
4948,2014-08-01,78750,Residential,82928100
4949,2014-08-01,78750,Irrigation - Residential,37400
4950,2014-08-01,78751,Irrigation - Multi-Family,880800
4951,2014-08-01,78751,Irrigation - Residential,99400
4952,2014-08-01,78751,Residential,17744300
4953,2014-08-01,78751,Multi-Family,10870600
4954,2014-08-01,78752,Multi-Family,18510500
4955,2014-08-01,78752,Irrigation - Multi-Family,57900
4956,2014-08-01,78752,Residential,13897700
4957,2014-08-01,78753,Irrigation - Multi-Family,5366900
4958,2014-08-01,78753,Multi-Family,52792400
4959,2014-08-01,78753,Residential,54396700
4960,2014-08-01,78753,Irrigation - Residential,2700
4961,2014-08-01,78754,Irrigation - Multi-Family,2086300
4962,2014-08-01,78754,Residential,29067200
4963,2014-08-01,78754,Multi-Family,17236900
4964,2014-08-01,78754,Irrigation - Residential,18600
4965,2014-08-01,78756,Irrigation - Residential,98100
4966,2014-08-01,78756,Irrigation - Multi-Family,336100
4967,2014-08-01,78756,Residential,14074300
4968,2014-08-01,78756,Multi-Family,6649700
4969,2014-08-01,78757,Irrigation - Multi-Family,530500
4970,2014-08-01,78757,Multi-Family,15199400
4971,2014-08-01,78757,Residential,44771700
4972,2014-08-01,78757,Irrigation - Residential,56600
4973,2014-08-01,78758,Irrigation - Residential,40700
4974,2014-08-01,78758,Residential,51820400
4975,2014-08-01,78758,Multi-Family,54751500
4976,2014-08-01,78758,Irrigation - Multi-Family,4625500
4977,2014-08-01,78759,Irrigation - Multi-Family,1406500
4978,2014-08-01,78759,Multi-Family,37484800
4979,2014-08-01,78759,Residential,103852100
4980,2014-08-01,78759,Irrigation - Residential,177900
4981,2014-09-01,78613,Irrigation - Multi-Family,1294100
4982,2014-09-01,78613,Multi-Family,1754900
4983,2014-09-01,78617,Residential,23945900
4984,2014-09-01,78617,Irrigation - Residential,3400
4985,2014-09-01,78617,Multi-Family,4549400
4986,2014-09-01,78652,Residential,897800
4987,2014-09-01,78652,Irrigation - Residential,53200
4988,2014-09-01,78652,Multi-Family,36500
4989,2014-09-01,78653,Multi-Family,262400
4990,2014-09-01,78653,Residential,2301800
4991,2014-09-01,78660,Multi-Family,4055600
4992,2014-09-01,78660,Irrigation - Residential,10000
4993,2014-09-01,78660,Irrigation - Multi-Family,1484000
4994,2014-09-01,78660,Residential,10000500
4995,2014-09-01,78701,Irrigation - Multi-Family,684300
4996,2014-09-01,78701,Multi-Family,15159500
4997,2014-09-01,78701,Residential,1332900
4998,2014-09-01,78702,Irrigation - Residential,29300
4999,2014-09-01,78702,Multi-Family,11627100
5000,2014-09-01,78702,Residential,30739000
5001,2014-09-01,78702,Irrigation - Multi-Family,1231000
5002,2014-09-01,78703,Irrigation - Residential,1828400
5003,2014-09-01,78703,Residential,77967500
5004,2014-09-01,78703,Irrigation - Multi-Family,1105900
5005,2014-09-01,78703,Multi-Family,15006900
5006,2014-09-01,78704,Residential,63379000
5007,2014-09-01,78704,Irrigation - Multi-Family,3912300
5008,2014-09-01,78704,Irrigation - Residential,384400
5009,2014-09-01,78704,Multi-Family,53968600
5010,2014-09-01,78705,Irrigation - Residential,174000
5011,2014-09-01,78705,Residential,13111300
5012,2014-09-01,78705,Multi-Family,35925900
5013,2014-09-01,78705,Irrigation - Multi-Family,1055700
5014,2014-09-01,78717,Irrigation - Residential,39500
5015,2014-09-01,78717,Irrigation - Multi-Family,6085800
5016,2014-09-01,78717,Multi-Family,8760400
5017,2014-09-01,78717,Residential,48866100
5018,2014-09-01,78719,Multi-Family,608600
5019,2014-09-01,78719,Residential,2235400
5020,2014-09-01,78721,Residential,15073000
5021,2014-09-01,78721,Multi-Family,5200800
5022,2014-09-01,78721,Irrigation - Residential,7600
5023,2014-09-01,78721,Irrigation - Multi-Family,114300
5024,2014-09-01,78722,Multi-Family,3130100
5025,2014-09-01,78722,Residential,12133300
5026,2014-09-01,78722,Irrigation - Multi-Family,387000
5027,2014-09-01,78723,Multi-Family,24142200
5028,2014-09-01,78723,Irrigation - Multi-Family,309100
5029,2014-09-01,78723,Residential,44394500
5030,2014-09-01,78724,Irrigation - Residential,52200
5031,2014-09-01,78724,Residential,22731700
5032,2014-09-01,78724,Irrigation - Multi-Family,459700
5033,2014-09-01,78724,Multi-Family,11562000
5034,2014-09-01,78725,Multi-Family,241600
5035,2014-09-01,78725,Residential,3315100
5036,2014-09-01,78726,Irrigation - Multi-Family,6228000
5037,2014-09-01,78726,Irrigation - Residential,50700
5038,2014-09-01,78726,Residential,28827700
5039,2014-09-01,78726,Multi-Family,12143400
5040,2014-09-01,78727,Multi-Family,21856000
5041,2014-09-01,78727,Residential,63543800
5042,2014-09-01,78727,Irrigation - Multi-Family,8113000
5043,2014-09-01,78727,Irrigation - Residential,30500
5044,2014-09-01,78728,Residential,6296900
5045,2014-09-01,78728,Irrigation - Multi-Family,1550200
5046,2014-09-01,78728,Multi-Family,7804200
5047,2014-09-01,78729,Irrigation - Residential,7000
5048,2014-09-01,78729,Irrigation - Multi-Family,4561300
5049,2014-09-01,78729,Multi-Family,22513300
5050,2014-09-01,78729,Residential,34973600
5051,2014-09-01,78730,Irrigation - Multi-Family,1616100
5052,2014-09-01,78730,Irrigation - Residential,189700
5053,2014-09-01,78730,Residential,25743100
5054,2014-09-01,78730,Multi-Family,4922900
5055,2014-09-01,78731,Residential,103464700
5056,2014-09-01,78731,Irrigation - Residential,788200
5057,2014-09-01,78731,Irrigation - Multi-Family,1648500
5058,2014-09-01,78731,Multi-Family,20074400
5059,2014-09-01,78732,Residential,20500
5060,2014-09-01,78733,Residential,76300
5061,2014-09-01,78735,Irrigation - Multi-Family,3182300
5062,2014-09-01,78735,Residential,36094700
5063,2014-09-01,78735,Multi-Family,9228700
5064,2014-09-01,78736,Irrigation - Residential,17200
5065,2014-09-01,78736,Irrigation - Multi-Family,358800
5066,2014-09-01,78736,Multi-Family,2554400
5067,2014-09-01,78736,Residential,23663700
5068,2014-09-01,78737,Irrigation - Residential,20900
5069,2014-09-01,78737,Residential,13298500
5070,2014-09-01,78738,Residential,7100
5071,2014-09-01,78739,Residential,88999900
5072,2014-09-01,78741,Irrigation - Residential,58100
5073,2014-09-01,78741,Irrigation - Multi-Family,3539300
5074,2014-09-01,78741,Multi-Family,92554300
5075,2014-09-01,78741,Residential,23341400
5076,2014-09-01,78742,Residential,761200
5077,2014-09-01,78742,Multi-Family,863700
5078,2014-09-01,78744,Irrigation - Multi-Family,2478400
5079,2014-09-01,78744,Irrigation - Residential,18600
5080,2014-09-01,78744,Residential,57246200
5081,2014-09-01,78744,Multi-Family,28629700
5082,2014-09-01,78745,Irrigation - Residential,115700
5083,2014-09-01,78745,Irrigation - Multi-Family,8121800
5084,2014-09-01,78745,Multi-Family,34253300
5085,2014-09-01,78745,Residential,94609300
5086,2014-09-01,78746,Irrigation - Residential,556800
5087,2014-09-01,78746,Residential,54278300
5088,2014-09-01,78746,Multi-Family,14569700
5089,2014-09-01,78746,Irrigation - Multi-Family,1009700
5090,2014-09-01,78747,Irrigation - Multi-Family,1156800
5091,2014-09-01,78747,Residential,37259700
5092,2014-09-01,78747,Irrigation - Residential,43100
5093,2014-09-01,78747,Multi-Family,9001300
5094,2014-09-01,78748,Irrigation - Residential,28700
5095,2014-09-01,78748,Irrigation - Multi-Family,10152000
5096,2014-09-01,78748,Multi-Family,20366000
5097,2014-09-01,78748,Residential,101785700
5098,2014-09-01,78749,Irrigation - Multi-Family,8485000
5099,2014-09-01,78749,Multi-Family,19373200
5100,2014-09-01,78749,Irrigation - Residential,58000
5101,2014-09-01,78749,Residential,106664400
5102,2014-09-01,78750,Irrigation - Residential,53500
5103,2014-09-01,78750,Irrigation - Multi-Family,2635700
5104,2014-09-01,78750,Multi-Family,14525100
5105,2014-09-01,78750,Residential,88017400
5106,2014-09-01,78751,Irrigation - Multi-Family,1140900
5107,2014-09-01,78751,Multi-Family,12985400
5108,2014-09-01,78751,Irrigation - Residential,157100
5109,2014-09-01,78751,Residential,20689900
5110,2014-09-01,78752,Irrigation - Multi-Family,108600
5111,2014-09-01,78752,Multi-Family,18740400
5112,2014-09-01,78752,Residential,16067700
5113,2014-09-01,78753,Multi-Family,52922900
5114,2014-09-01,78753,Irrigation - Residential,9100
5115,2014-09-01,78753,Residential,48096800
5116,2014-09-01,78753,Irrigation - Multi-Family,5969700
5117,2014-09-01,78754,Irrigation - Multi-Family,2127600
5118,2014-09-01,78754,Irrigation - Residential,13500
5119,2014-09-01,78754,Multi-Family,17380500
5120,2014-09-01,78754,Residential,26422200
5121,2014-09-01,78756,Irrigation - Multi-Family,558600
5122,2014-09-01,78756,Irrigation - Residential,132200
5123,2014-09-01,78756,Residential,18022000
5124,2014-09-01,78756,Multi-Family,7594300
5125,2014-09-01,78757,Irrigation - Residential,44400
5126,2014-09-01,78757,Residential,53311600
5127,2014-09-01,78757,Irrigation - Multi-Family,746200
5128,2014-09-01,78757,Multi-Family,16741100
5129,2014-09-01,78758,Irrigation - Residential,43100
5130,2014-09-01,78758,Multi-Family,54161700
5131,2014-09-01,78758,Irrigation - Multi-Family,5485800
5132,2014-09-01,78758,Residential,52546200
5133,2014-09-01,78759,Irrigation - Residential,209100
5134,2014-09-01,78759,Irrigation - Multi-Family,1915500
5135,2014-09-01,78759,Multi-Family,39313300
5136,2014-09-01,78759,Residential,110398300
5137,2014-10-01,78613,Irrigation - Multi-Family,887100
5138,2014-10-01,78613,Multi-Family,984000
5139,2014-10-01,78617,Irrigation - Residential,3100
5140,2014-10-01,78617,Residential,19085400
5141,2014-10-01,78617,Multi-Family,3277000
5142,2014-10-01,78652,Irrigation - Residential,60100
5143,2014-10-01,78652,Multi-Family,35000
5144,2014-10-01,78652,Residential,718400
5145,2014-10-01,78653,Multi-Family,176900
5146,2014-10-01,78653,Residential,1956900
5147,2014-10-01,78660,Residential,8643500
5148,2014-10-01,78660,Multi-Family,4039900
5149,2014-10-01,78660,Irrigation - Multi-Family,402700
5150,2014-10-01,78660,Irrigation - Residential,8400
5151,2014-10-01,78701,Residential,1040100
5152,2014-10-01,78701,Irrigation - Multi-Family,582500
5153,2014-10-01,78701,Irrigation - Residential,13100
5154,2014-10-01,78701,Multi-Family,13838400
5155,2014-10-01,78702,Multi-Family,10099300
5156,2014-10-01,78702,Irrigation - Multi-Family,801700
5157,2014-10-01,78702,Irrigation - Residential,17200
5158,2014-10-01,78702,Residential,25340000
5159,2014-10-01,78703,Multi-Family,13394300
5160,2014-10-01,78703,Irrigation - Residential,1182600
5161,2014-10-01,78703,Irrigation - Multi-Family,1077800
5162,2014-10-01,78703,Residential,55551400
5163,2014-10-01,78704,Multi-Family,50309500
5164,2014-10-01,78704,Irrigation - Multi-Family,3065400
5165,2014-10-01,78704,Residential,45825200
5166,2014-10-01,78704,Irrigation - Residential,198900
5167,2014-10-01,78705,Irrigation - Residential,75800
5168,2014-10-01,78705,Multi-Family,36929600
5169,2014-10-01,78705,Irrigation - Multi-Family,1351200
5170,2014-10-01,78705,Residential,9718700
5171,2014-10-01,78717,Irrigation - Residential,18800
5172,2014-10-01,78717,Residential,38036200
5173,2014-10-01,78717,Multi-Family,8713100
5174,2014-10-01,78717,Irrigation - Multi-Family,6606700
5175,2014-10-01,78719,Multi-Family,469600
5176,2014-10-01,78719,Residential,1492600
5177,2014-10-01,78721,Irrigation - Multi-Family,246700
5178,2014-10-01,78721,Irrigation - Residential,4700
5179,2014-10-01,78721,Residential,13088200
5180,2014-10-01,78721,Multi-Family,4386300
5181,2014-10-01,78722,Residential,7733700
5182,2014-10-01,78722,Multi-Family,2555900
5183,2014-10-01,78722,Irrigation - Multi-Family,254100
5184,2014-10-01,78723,Residential,32518700
5185,2014-10-01,78723,Irrigation - Multi-Family,265700
5186,2014-10-01,78723,Irrigation - Residential,72100
5187,2014-10-01,78723,Multi-Family,21813000
5188,2014-10-01,78724,Irrigation - Multi-Family,208200
5189,2014-10-01,78724,Multi-Family,13748700
5190,2014-10-01,78724,Irrigation - Residential,32200
5191,2014-10-01,78724,Residential,18815800
5192,2014-10-01,78725,Residential,2350000
5193,2014-10-01,78725,Multi-Family,149100
5194,2014-10-01,78726,Irrigation - Multi-Family,4863500
5195,2014-10-01,78726,Irrigation - Residential,19600
5196,2014-10-01,78726,Multi-Family,10716200
5197,2014-10-01,78726,Residential,18943200
5198,2014-10-01,78727,Irrigation - Multi-Family,4687600
5199,2014-10-01,78727,Multi-Family,18923600
5200,2014-10-01,78727,Residential,38619700
5201,2014-10-01,78727,Irrigation - Residential,16400
5202,2014-10-01,78728,Irrigation - Multi-Family,1493500
5203,2014-10-01,78728,Multi-Family,7056700
5204,2014-10-01,78728,Residential,4961000
5205,2014-10-01,78729,Multi-Family,21479400
5206,2014-10-01,78729,Residential,22581400
5207,2014-10-01,78729,Irrigation - Multi-Family,4216300
5208,2014-10-01,78729,Irrigation - Residential,4200
5209,2014-10-01,78730,Irrigation - Residential,111100
5210,2014-10-01,78730,Residential,19427600
5211,2014-10-01,78730,Irrigation - Multi-Family,1613500
5212,2014-10-01,78730,Multi-Family,4300900
5213,2014-10-01,78731,Irrigation - Residential,519500
5214,2014-10-01,78731,Irrigation - Multi-Family,1402800
5215,2014-10-01,78731,Multi-Family,19115900
5216,2014-10-01,78731,Residential,64551900
5217,2014-10-01,78732,Residential,226400
5218,2014-10-01,78733,Residential,53100
5219,2014-10-01,78735,Irrigation - Multi-Family,2935900
5220,2014-10-01,78735,Residential,21489900
5221,2014-10-01,78735,Multi-Family,8012200
5222,2014-10-01,78736,Irrigation - Residential,20400
5223,2014-10-01,78736,Multi-Family,1786500
5224,2014-10-01,78736,Irrigation - Multi-Family,230600
5225,2014-10-01,78736,Residential,12181100
5226,2014-10-01,78737,Residential,6430800
5227,2014-10-01,78737,Irrigation - Residential,10200
5228,2014-10-01,78738,Residential,8000
5229,2014-10-01,78739,Residential,49406100
5230,2014-10-01,78741,Multi-Family,76410800
5231,2014-10-01,78741,Irrigation - Multi-Family,2234900
5232,2014-10-01,78741,Irrigation - Residential,9400
5233,2014-10-01,78741,Residential,17384500
5234,2014-10-01,78742,Multi-Family,771200
5235,2014-10-01,78742,Residential,504400
5236,2014-10-01,78744,Multi-Family,23735300
5237,2014-10-01,78744,Irrigation - Residential,23400
5238,2014-10-01,78744,Irrigation - Multi-Family,1818700
5239,2014-10-01,78744,Residential,43730400
5240,2014-10-01,78745,Residential,65802400
5241,2014-10-01,78745,Irrigation - Multi-Family,3584100
5242,2014-10-01,78745,Irrigation - Residential,68500
5243,2014-10-01,78745,Multi-Family,29619800
5244,2014-10-01,78746,Multi-Family,12170900
5245,2014-10-01,78746,Irrigation - Multi-Family,741300
5246,2014-10-01,78746,Irrigation - Residential,395000
5247,2014-10-01,78746,Residential,34923300
5248,2014-10-01,78747,Multi-Family,7134100
5249,2014-10-01,78747,Irrigation - Multi-Family,757100
5250,2014-10-01,78747,Irrigation - Residential,71000
5251,2014-10-01,78747,Residential,23344000
5252,2014-10-01,78748,Irrigation - Multi-Family,7359100
5253,2014-10-01,78748,Irrigation - Residential,20300
5254,2014-10-01,78748,Multi-Family,17935500
5255,2014-10-01,78748,Residential,61657400
5256,2014-10-01,78749,Residential,61158300
5257,2014-10-01,78749,Irrigation - Residential,26600
5258,2014-10-01,78749,Irrigation - Multi-Family,7833500
5259,2014-10-01,78749,Multi-Family,18552700
5260,2014-10-01,78750,Residential,57879400
5261,2014-10-01,78750,Multi-Family,16776100
5262,2014-10-01,78750,Irrigation - Multi-Family,1933700
5263,2014-10-01,78750,Irrigation - Residential,19800
5264,2014-10-01,78751,Irrigation - Multi-Family,806400
5265,2014-10-01,78751,Residential,15397800
5266,2014-10-01,78751,Multi-Family,11167100
5267,2014-10-01,78751,Irrigation - Residential,90900
5268,2014-10-01,78752,Irrigation - Multi-Family,36200
5269,2014-10-01,78752,Multi-Family,17566500
5270,2014-10-01,78752,Residential,11894400
5271,2014-10-01,78753,Residential,39258200
5272,2014-10-01,78753,Irrigation - Residential,1800
5273,2014-10-01,78753,Irrigation - Multi-Family,4813900
5274,2014-10-01,78753,Multi-Family,46066100
5275,2014-10-01,78754,Multi-Family,15390400
5276,2014-10-01,78754,Residential,21315100
5277,2014-10-01,78754,Irrigation - Residential,27900
5278,2014-10-01,78754,Irrigation - Multi-Family,1606600
5279,2014-10-01,78756,Residential,11060500
5280,2014-10-01,78756,Multi-Family,6273000
5281,2014-10-01,78756,Irrigation - Residential,67100
5282,2014-10-01,78756,Irrigation - Multi-Family,544100
5283,2014-10-01,78757,Irrigation - Residential,24000
5284,2014-10-01,78757,Irrigation - Multi-Family,517400
5285,2014-10-01,78757,Multi-Family,14277400
5286,2014-10-01,78757,Residential,32450800
5287,2014-10-01,78758,Residential,39750400
5288,2014-10-01,78758,Multi-Family,49682300
5289,2014-10-01,78758,Irrigation - Residential,39900
5290,2014-10-01,78758,Irrigation - Multi-Family,4302200
5291,2014-10-01,78759,Irrigation - Residential,99000
5292,2014-10-01,78759,Residential,70156700
5293,2014-10-01,78759,Multi-Family,35133500
5294,2014-10-01,78759,Irrigation - Multi-Family,1282000
5295,2014-11-01,78613,Multi-Family,1004000
5296,2014-11-01,78613,Irrigation - Multi-Family,822000
5297,2014-11-01,78617,Multi-Family,3588900
5298,2014-11-01,78617,Irrigation - Residential,4300
5299,2014-11-01,78617,Residential,19794900
5300,2014-11-01,78652,Residential,765600
5301,2014-11-01,78652,Irrigation - Residential,81200
5302,2014-11-01,78652,Multi-Family,47900
5303,2014-11-01,78653,Residential,1969300
5304,2014-11-01,78653,Multi-Family,153400
5305,2014-11-01,78660,Irrigation - Multi-Family,322100
5306,2014-11-01,78660,Multi-Family,4142300
5307,2014-11-01,78660,Irrigation - Residential,8600
5308,2014-11-01,78660,Residential,7561400
5309,2014-11-01,78701,Irrigation - Residential,21100
5310,2014-11-01,78701,Residential,954100
5311,2014-11-01,78701,Irrigation - Multi-Family,563000
5312,2014-11-01,78701,Multi-Family,14075400
5313,2014-11-01,78702,Residential,26420300
5314,2014-11-01,78702,Multi-Family,10106800
5315,2014-11-01,78702,Irrigation - Residential,35200
5316,2014-11-01,78702,Irrigation - Multi-Family,824700
5317,2014-11-01,78703,Irrigation - Multi-Family,908800
5318,2014-11-01,78703,Irrigation - Residential,1187900
5319,2014-11-01,78703,Residential,54616300
5320,2014-11-01,78703,Multi-Family,14038100
5321,2014-11-01,78704,Irrigation - Multi-Family,1808600
5322,2014-11-01,78704,Residential,46148000
5323,2014-11-01,78704,Irrigation - Residential,228800
5324,2014-11-01,78704,Multi-Family,50596400
5325,2014-11-01,78705,Multi-Family,38800300
5326,2014-11-01,78705,Irrigation - Multi-Family,773100
5327,2014-11-01,78705,Irrigation - Residential,91100
5328,2014-11-01,78705,Residential,9883800
5329,2014-11-01,78717,Multi-Family,9449900
5330,2014-11-01,78717,Irrigation - Multi-Family,3803000
5331,2014-11-01,78717,Irrigation - Residential,29100
5332,2014-11-01,78717,Residential,30897000
5333,2014-11-01,78719,Residential,1555100
5334,2014-11-01,78719,Multi-Family,467900
5335,2014-11-01,78721,Multi-Family,4971900
5336,2014-11-01,78721,Irrigation - Residential,5300
5337,2014-11-01,78721,Residential,13543500
5338,2014-11-01,78721,Irrigation - Multi-Family,28000
5339,2014-11-01,78722,Irrigation - Multi-Family,500600
5340,2014-11-01,78722,Multi-Family,2750600
5341,2014-11-01,78722,Residential,9105200
5342,2014-11-01,78723,Irrigation - Multi-Family,274800
5343,2014-11-01,78723,Multi-Family,22424500
5344,2014-11-01,78723,Residential,33282400
5345,2014-11-01,78724,Residential,19417600
5346,2014-11-01,78724,Multi-Family,12382000
5347,2014-11-01,78724,Irrigation - Multi-Family,160200
5348,2014-11-01,78724,Irrigation - Residential,21200
5349,2014-11-01,78725,Multi-Family,178200
5350,2014-11-01,78725,Residential,2564300
5351,2014-11-01,78726,Residential,18488400
5352,2014-11-01,78726,Irrigation - Multi-Family,4730300
5353,2014-11-01,78726,Irrigation - Residential,11100
5354,2014-11-01,78726,Multi-Family,12009700
5355,2014-11-01,78727,Irrigation - Residential,16800
